text,hashtags
RT @WannaDebut_twt: #SpringBreeze1stwin is trending No.1 Worldwide https://t.co/oTCsirvIqp,"SpringBreeze1stwin, "
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 술래 (2/2) https://t.co/0wfyTHBpbK","SpringBreeze1stWin, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @_at_daybreak__: 워너원 봄바람 1위 축하해🎉

#황민현 #SpringBreeze1stWin https://t.co/ChmkljVCJW","황민현, SpringBreeze1stWin, "
"RT @deepinrealsky_: Give Away! 🌸 รีอย่างเดียวจ้า
หรือจะฟอลก็ได้ เราแจกเรื่อยๆ 🧸! !
เนื่องใน #SpringBreeze1stwin ของหนุ่มๆ #WANNAONE ที่เรา…","SpringBreeze1stwin, WANNAONE, "
"RT @Aninlicious: M10. Furishite Maneshite 

#LRSA 
#Rachel500Show","LRSA, Rachel500Show, "
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,
"RT @chamwink: we scored 10000 points which is a perfect score!!! congrats wanna one 😭💕 

#봄바람1stWin #SpringBreeze1stWin https://t.co/HXfUPP…","봄바람1stWin, SpringBreeze1stWin, "
"RT @527lostfound: 20181124 상암 팬싼 #SpringBreeze1stWin 축하해요!!(*´꒳`*)
#김재환 #KIMJAEHWAN #워너원 #WANNAONE https://t.co/hVEDtoMc7v","SpringBreeze1stWin, 김재환, KIMJAEHWAN, 워너원, WANNAONE, "
"RT @Winkkyboy_JH: เนื่องจากได้10,000แต้มเป็นครั้งที่ 3  
แม่ประทับใจมาก  

ขออนุญาติแจก
 40 บาท 1 คน 
 11 บาท 10 คน  
= #แจก11 คนจ้า

รี+ฟอ…","แจก11, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
RT @NabilHussein: Let's just agree both of them are prettier than you sorry not sorry https://t.co/uL5GvZtQFq,
"RT @P_PanGkoki: 🏆 เย้ๆๆ ถ้วยเเรกกก ☺️
ยินดีด้วยนะคับบบบบบบบ  🎉
  #WANNAONE   #SpringBreeze1stWin https://t.co/X4dBONTEZD","WANNAONE, SpringBreeze1stWin, "
"RT @realdefdanielss: WANNA ONE ALL ""FIRST"" WIN IN EVERY ERA 🎉🎉

Energetic-17/08/16 
Beautiful-17/11/22
Boomerang-18/03/23
Light-18/06/12
Sp…",
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @AkunTofa: Wakakak...silahkan jika kamu bisa buktikan itu palsu, saya akan tutup akun. 😀 https://t.co/7ugCKEtXvu",
"RT @Lean_days: แจกเงิน100บาท
รีไปเลยควั่บบบบบ 😚❤️

ประกาศ22:00 #SpringBreeze1stWin","SpringBreeze1stWin, "
RT @yan_tanuwidjaya: WoW Kelompok Anak2 Ideologi Pembangkit PKI dan Kelompok ISIS siap Makar Terhadap Pancasila sudah Siap Ngajak Perang cc…,
RT @AtTwilight0923: #SpringBreeze1stWin https://t.co/yfZV3DOzx0,"SpringBreeze1stWin, "
RT @WANNAONETH_: [#WannaOneDay] ได้สนุกไปกับรายการThe Showที่ทำให้หัวใจของWannableรู้สึกอบอุ่นกันรึเปล่าครับ? เพราะว่าของขวัญWannableมอบให้…,"WannaOneDay, "
"RT @chamwink: we scored 10000 points which is a perfect score!!! congrats wanna one 😭💕 

#봄바람1stWin #SpringBreeze1stWin https://t.co/HXfUPP…","봄바람1stWin, SpringBreeze1stWin, "
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,
"Congrats boys you've worked hard! 
#SpringBreeze1stWin","SpringBreeze1stWin, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
RT @hardsalehelpme: แจกสะสมแต้มบุญหน่อยค่ะ แจกเงิน 111 บาท 1 คน ยินดีๆ กับเฟิร์สวินเด็กๆด้วยจ้า 🎉💝 #SpringBreeze1stWin รีก็พอจ้า ประกาศสี่…,"SpringBreeze1stWin, "
"RT @Aom_bf: พึ่งเห็นว่าลืมติดแท็ก 😭 ขออนุญาติลงใหม่นะคะ 🙇🏻‍♀️

ฤกษ์งามยามดี เฟิร์สวินบั้มสุดท้าย✨
แจก One the world tour DVD 2 เซต
👉🏻 ให้คน…",
"RT @ji_sunggg: Spring breeze first win!!!!! 🎉🎉🎉🎉

#SpringBreeze1stWin 
#봄바람1stWin https://t.co/JPue6BTdlJ","SpringBreeze1stWin, 봄바람1stWin, "
"RT @thatsmyjh: รีไปเลย แจก 100 บาท
สุ่มตอนจบโปรโมท ไปดูmvกันเยอะๆ
#SpringBreeze1stWin https://t.co/Mw6ZyYXQ6M","SpringBreeze1stWin, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 술래 (1/2) https://t.co/HibnljwsDQ","SpringBreeze1stWin, "
"RT @krekenegg: Masalahnya, Pak Edy tidak sehebat Van Damme 😂😂

@MataNajwa 
#MataNajwaPSSIBisaApa https://t.co/FauyX83pMN","MataNajwaPSSIBisaApa, "
"RT @WANNAONETH_: [🏆] 181127 หนุ่มๆวอนนาวันได้อันดับที่ 1 จากรายการ The Show ด้วยคะแนน 10,000 คะแนนค่ะ ขอแสดงความยินดีกับหนุ่มๆด้วยนะคะ🎉✨ #S…",
RT @ttanthika: คะแนนเต็มไปอีกกกกกก🏆❤️ #SpringBreeze1stWIN https://t.co/MCA1mTRRf5,"SpringBreeze1stWIN, "
"RT @DDnxShop: ฉลองถ้วยแรกของเพลงนี้แงงงง เก่งกันมากๆเลยT_T 

แจกเงิน100บาท เข้าบช./วอลเลต/พร้อมเพย์ได้หมด แจก1คน

รีทวิตอย่างเดียวพอ ฟอลก็ไ…",
"RT @itsfbaddies: Bella Hadid, Palestinian 🇵🇸 and Dutch 🇳🇱 https://t.co/MKiFgnm5Mz",
"RT @Chasedthestar: แจกสติ๊กเกอร์ไลน์ 50c 1รางวัล 
เนื่องจากเด็กๆ #SpringBreeze1stWin ค่า 
รีไว้เบยนะคะ😚","SpringBreeze1stWin, "
"RT @0u0pp: #봄바람1stWin
#SpringBreeze1stWin

워너원 봄바람 첫 1위 축하해🎉🎉🎉💖💖💖💖💖💖 https://t.co/mWsIGjgxkt","봄바람1stWin, SpringBreeze1stWin, "
"RT @WHITEDREAMER_mh: 말랑말랑🤦‍♀️

#SpringBreeze1stWin #황민현 #민현 #minhyun https://t.co/tqTxAyRlTh","SpringBreeze1stWin, 황민현, 민현, minhyun, "
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, "
"RT @Aom_bf: พึ่งเห็นว่าลืมติดแท็ก 😭 ขออนุญาติลงใหม่นะคะ 🙇🏻‍♀️

ฤกษ์งามยามดี เฟิร์สวินบั้มสุดท้าย✨
แจก One the world tour DVD 2 เซต
👉🏻 ให้คน…",
RT @NabellaAnuar: WEHHH SCHA AL YAHYA MCM BFF DGN BELLA HADID LA SIOT!!! https://t.co/Odcihsm8ku,
RT @NabilHussein: Let's just agree both of them are prettier than you sorry not sorry https://t.co/uL5GvZtQFq,
"RT @realdefdanielss: ~Boomerang
~Light
~Spring Breeze 

Got the 1st Spot/ highest score in Show Champion, alongside with BTS ""DNA"" 😯👏👏

#Sp…",
"RT @AyenizersINA: M10. Furishite Maneshite  

#LRSA
#Rachel500Show","LRSA, Rachel500Show, "
RT @pedjoeang_islam: Santri ciamis yg berjalan kaki dr ciamis tasik malaya ke jakarta pd aksi 212 akan kembali ke jakarta untuk menghadiri…,
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @realdefdanielss: WANNA ONE ALL ""FIRST"" WIN IN EVERY ERA 🎉🎉

Energetic-17/08/16 
Beautiful-17/11/22
Boomerang-18/03/23
Light-18/06/12
Sp…",
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @HWANGMINHYUN_TH: [🎬] ยินดีกับหนุ่มๆ #WANNAONE ด้วยนะคะ วันนี้ได้ #SpringBreeze1stWIN จากรายการ THE SHOWค่ะ 😭💕🎉

#황민현 #ฮวังมินฮยอน #มินฮ…","WANNAONE, SpringBreeze1stWIN, 황민현, ฮวังมินฮยอน, "
"RT @wannableidaehwi: ตะหวัดดีคั้บ วันนี้วนว.ได้ 1st win แล้วเย่
แจกๆ 
111 บาท + เฟรม วนว. 11*14 นิ้ว
และเราขอสุ่มจากอันนี้นะคะหาอันเก่าไม่เ…",
Upaya Gagalkan Reuni Akbar 212 Tidak Akan Berhasil #KlikRMOL #reuniakbar https://t.co/onUH3GyoEG,"KlikRMOL, reuniakbar, "
"Selain program pemutaran film, JAFF juga memiliki spesial program diantaranya Art for Children, Public Lecture, dan… https://t.co/4KpsAsUtc0",
"RT @realdefdanielss: WANNA ONE MUSIC SHOWS TROPHIES 👍🏆

Energetic - 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 

Beautiful - 🏆🏆🏆🏆🏆🏆🏆🏆

I.P.U. - 🏆🏆

Boomerang - 🏆🏆🏆🏆🏆🏆…",
"RT @_stardust365: 봄바람 1위축하해❤️🏆🎉
#SpringBreeze1stWin https://t.co/bbyfXLnTIa","SpringBreeze1stWin, "
"RT @WANNAONE_TH: [INFO] เพลง Spring Breeze เป็นเพลงที่ 3 ที่มีคะแนนสูงสุดในรายการ The Show ด้วยคะแนน 10,000 คะแนนค่ะ🏆 

#SpringBreeze1stWin…","SpringBreeze1stWin, "
"RT @soompi: WATCH: #WannaOne Makes Comeback On ""The Show"" With ""Spring Breeze"" And ""Hide And Seek"" #SpringBreeze1stWin https://t.co/eAhaDEX…","WannaOne, SpringBreeze1stWin, "
RT @DnoonaM: #TripleCrown #WannaOne #워너원 #SpringBreeze1stWin 😭💕 congrats @WannaOne_twt https://t.co/yn3wCPLP35,"TripleCrown, WannaOne, 워너원, SpringBreeze1stWin, "
"RT @SeongWu367: 181125 상암팬싸
 #옹성우 #성우 #OngSeongwu #워너원 #WANNAONE #봄바람 #SpringBreeze1stWin https://t.co/GBpWSGsqRN","옹성우, 성우, OngSeongwu, 워너원, WANNAONE, 봄바람, SpringBreeze1stWin, "
"RT @newsjundi: GESTURE2 PANIK DENGAN ANCAMAN TOLOL

Inilah wajah orang2 yg mngancam akan mnyerang para pserta Reuni Akbar 212 di Monas,  De…",
"RT @RE_ONG950825: 👏🏻👏🏻👏🏻👏🏻
#SpringBreeze1stWin https://t.co/SGlAuCwdqv","SpringBreeze1stWin, "
"RT @mingy_mingy0106: 🎉สุ่มแจก..แจก🎉 1st WIN มาแล้ว ❤️❤️

⭐️ แจกเงิน 258 บาท = 1 รางวัล ⭐️
🌸 แค่รีทวิต ถึง10.25น.พุ่งนี้(28/11) 🌸

📌ถ้าไม่ไ…",
"RT @Aom_bf: พึ่งเห็นว่าลืมติดแท็ก 😭 ขออนุญาติลงใหม่นะคะ 🙇🏻‍♀️

ฤกษ์งามยามดี เฟิร์สวินบั้มสุดท้าย✨
แจก One the world tour DVD 2 เซต
👉🏻 ให้คน…",
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, "
"RT @DDnxShop: ฉลองถ้วยแรกของเพลงนี้แงงงง เก่งกันมากๆเลยT_T 

แจกเงิน100บาท เข้าบช./วอลเลต/พร้อมเพย์ได้หมด แจก1คน

รีทวิตอย่างเดียวพอ ฟอลก็ไ…",
"RT @mjhoon99_: 🎉🏆 ฉลอง​ 1st  Win : Spring Breeze
แจกตังค์​ 101  บาท​  1  คนค่ะ
ประกาศวันเสาร์ที่​ 1 ก.ย. เวลา​ 20.33 น.
สุ่มจากรีทวิตค่ะ​ 😊…",
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 봄바람 (1/2) https://t.co/tZS2csfEJW","SpringBreeze1stWin, "
"RT @Black73694179: เย้!ดีใจด้วยน้าา เก่งงงมากกกๆเลย🎉✨
แจก! เงิน100฿ 2 คนไปเลยงับถ้วยแรกทั้งที สุ่มแล้วจะทักไปหาผู้โชคดีค่า
พร้อมส่งเลข บชช…",
"RT @realdefdanielss: WANNA ONE MUSIC SHOWS TROPHIES 👍🏆

Energetic - 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 

Beautiful - 🏆🏆🏆🏆🏆🏆🏆🏆

I.P.U. - 🏆🏆

Boomerang - 🏆🏆🏆🏆🏆🏆…",
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @WANNAONE_TH: [🎉] เพลง Spring Breeze ได้อันดับ 1 ในรายการ The Show ประจำสัปดาห์นี้ค่ะ  🏆

#SpringBreeze1stWin 
#워너원 #WannaOne https://t.…","SpringBreeze1stWin, 워너원, WannaOne, "
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 술래 (1/2) https://t.co/HibnljwsDQ","SpringBreeze1stWin, "
"RT @soompi: WATCH: #WannaOne Takes #SpringBreeze1stWin With Perfect Score On ""The Show"" https://t.co/eAhaDEXs4Q https://t.co/GfhSX6pJA9","WannaOne, SpringBreeze1stWin, "
"RT @soompi: WATCH: #WannaOne Takes #SpringBreeze1stWin With Perfect Score On ""The Show"" https://t.co/eAhaDEXs4Q https://t.co/GfhSX6pJA9","WannaOne, SpringBreeze1stWin, "
RT @NielongTaken: สุดยอดไปเลยครับ ดีใจกับน้องๆด้วยนะครับ  🎉🎉🎉 #SpringBreeze1stWin  https://t.co/vsWunkcpHS,"SpringBreeze1stWin, "
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 봄바람 (2/2) https://t.co/L1s7eQFTS7","SpringBreeze1stWin, "
"RT @SeongWu367: 181125 상암팬싸
 #옹성우 #성우 #OngSeongwu #워너원 #WANNAONE #봄바람 #SpringBreeze1stWin https://t.co/GBpWSGsqRN","옹성우, 성우, OngSeongwu, 워너원, WANNAONE, 봄바람, SpringBreeze1stWin, "
"RT @muimeemum: เนื่องจากวนว.ได้ 1st win
แจกคนละชิ้น
รี+ฟอล
ไม่เสียค่าส่งค่า 
สุ่ม21:30
 #SpringBreeze1stWin https://t.co/AAcUGIBbRo","SpringBreeze1stWin, "
"RT @realdefdanielss: WANNA ONE MUSIC SHOWS TROPHIES 👍🏆

Energetic - 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 

Beautiful - 🏆🏆🏆🏆🏆🏆🏆🏆

I.P.U. - 🏆🏆

Boomerang - 🏆🏆🏆🏆🏆🏆…",
RT @NielongTaken: สุดยอดไปเลยครับ ดีใจกับน้องๆด้วยนะครับ  🎉🎉🎉 #SpringBreeze1stWin  https://t.co/vsWunkcpHS,"SpringBreeze1stWin, "
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 봄바람 (1/2) https://t.co/tZS2csfEJW","SpringBreeze1stWin, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
RT @NajwaShihab: Siapa lagi? Ditunggu sampai besok #MataNajwadiTRANS7 @Regran_ed from @YantoBasna31  -  #MataNajwaPSSIBisaApa  - #regrann h…,"MataNajwadiTRANS7, "
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 술래 (1/2) https://t.co/HibnljwsDQ","SpringBreeze1stWin, "
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 봄바람 (2/2) https://t.co/L1s7eQFTS7","SpringBreeze1stWin, "
"RT @chamwink: our first win!!🎉🏆 
although the boys weren’t at the encore stage, congrats wanna one❤️

#봄바람1stWin 
#SpringBreeze1stWin https…","봄바람1stWin, SpringBreeze1stWin, "
"RT @HWANGMINHYUN_TH: [PIC] 181127 THE SHOW l ในรายการวันนี้ หนุ่ม ๆ ได้รับ #Springbreeze1stWin ไปด้วยคะแนนสูงถึง 10,000 คะแนนเลยค่ะ เป็นอีก…","Springbreeze1stWin, "
"RT @aquadaniel1210: [ 20181127 ] 더쇼

https://t.co/IF28c9WEnJ (4.9mb)

#강다니엘 #kangdaniel 
#봄바람 #SpringBreeze1stWin https://t.co/PhugOwFMm3","강다니엘, kangdaniel, 봄바람, SpringBreeze1stWin, "
"RT @wannableidaehwi: ตะหวัดดีคั้บ วันนี้วนว.ได้ 1st win แล้วเย่
แจกๆ 
111 บาท + เฟรม วนว. 11*14 นิ้ว
และเราขอสุ่มจากอันนี้นะคะหาอันเก่าไม่เ…",
"RT @0u0pp: #봄바람1stWin
#SpringBreeze1stWin

워너원 봄바람 첫 1위 축하해🎉🎉🎉💖💖💖💖💖💖 https://t.co/mWsIGjgxkt","봄바람1stWin, SpringBreeze1stWin, "
"Gurbernur DKI Anies Baswedan menilai lahan disekitar kompleks Perumahan Pesona Kalisari, Kelurahan Kalisari, Kecama… https://t.co/1tnmuqNggF",
"RT @212ReuniAkbar: Aksi Super Damai 212 Merupakan Bentuk Kerinduan Ummat Untuk Bersaudara Dan Bersatu
.
Apapun Harakah Mu,
Kami Saudara Mu.…",
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, "
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,
"RT @WANNAONETH_: [🏆] 181127 หนุ่มๆวอนนาวันได้อันดับที่ 1 จากรายการ The Show ด้วยคะแนน 10,000 คะแนนค่ะ ขอแสดงความยินดีกับหนุ่มๆด้วยนะคะ🎉✨ #S…",
RT @Danik_Forever96: เย้ๆๆๆๆ 🎉🎉🎉👏🏻👏🏻เก่งจริงๆ 🏆 #SpringBreeze1stWin #강다니엘 https://t.co/V2n0VJBPL0,"SpringBreeze1stWin, 강다니엘, "
"RT @Hibelleri: มาค่ะ แจกเงิน 101 บาท
สุ่มจากรีทวิตนี้เท่านั้น
ประกาศพรุ่งนี้หลังเราเลิกงานค่ะ
 
#SpringBreeze1stWin 
#WannaoneSpringBreeze…","SpringBreeze1stWin, WannaoneSpringBreeze, "
"RT @realdefdanielss: WANNA ONE ALL ""FIRST"" WIN IN EVERY ERA 🎉🎉

Energetic-17/08/16 
Beautiful-17/11/22
Boomerang-18/03/23
Light-18/06/12
Sp…",
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
RT @DNKL____: แจกเงิน 11 บาท ฉลองให้กับถ้วยแรกของหนุ่มๆ 🏆🎉  rt อย่างเดียวนะคะ ขอคนมีบช.นะ เราไม่มีวอลเลท😚  #wannaone #SpringBreeze1stWin,"wannaone, SpringBreeze1stWin, "
"RT @Wannaone_record: #SpringBreeze1stWin

워너원 첫 1위를 축하합니다🎉 트로피길 시작! https://t.co/6oTi6sRGsD","SpringBreeze1stWin, "
"RT @Aom_bf: พึ่งเห็นว่าลืมติดแท็ก 😭 ขออนุญาติลงใหม่นะคะ 🙇🏻‍♀️

ฤกษ์งามยามดี เฟิร์สวินบั้มสุดท้าย✨
แจก One the world tour DVD 2 เซต
👉🏻 ให้คน…",
